rowid;inst_name_full;country.name;year;region;inst_type;mfiname;asofdate;inst_num;year_founded;permfi;mfiid;diamonds;assets;numborrs;numborrsind;numborrsgrp;numborrsshg;numloans;numloansind;numloansgrp;numloansshg;loanport;loanportind;loanportgrp;loanportshg;avgbalnc;avgbalncpinc;avgloanpbpinc;oss;frpa;fepa;oepa;cpb;cpl;par30;par90;writeoffratio;loanlossrate;maxdiamonds;regular_case;log_par30;log_par90;age;share_grp;log_avg_loan;log_ass_loan;log_numborrs;wdi_gdpgrowth;wdi_rural;wdi_laborforce;wdi_fdi;wdi_manufac;wdi_agricul;wdi_remittances;wdi_gini;wdi_inflation;wdi_privcredit;wdi_bankdens;wdi_atmdens;db_getcredit;db_enfcontract;db_registprop;wgi_cor;wgi_eff;wgi_reg;wgi_acc;wgi_law;wgi_sta;wdi_gdp;wdi_gdp_sq;swiid_gini;hdi;hdi_sq;efi_score;fgi_econ;fgi_ineq;cooperation;coop_srvy_years
1487;Lebanese Association for Development -- Al Majmoua;Lebanon;2009;Middle East and North Africa;NGO;Al Majmoua;2009-12-31;74;1997;1;100205;4;15896083,00;18066;0;0;0;18066;13980;4086;0;14446416,00;13021253,000;1425163,00000;0,00;799,65;0,0992;0,0992;1,5865;0,2973;0,0031;0,1787;162,7886;162,7886;0,012000;0,008800;0,0117;0,0117;4;TRUE;-4,42284862919413690;-4,7330035574979759;12;9,86516655757387e-02;6,68416991636731;9,56263705624119e-02;9,80178699770979;8,81790066656309079;12,81300000000000;47,017;13,569658914179000;7,91602888786228;3,950872086122240;21,3509251479501998;NA;1,1950967116554501;72,04469361343270;26,507748288300299;34,1096505159684966;50,0;55,4;63,2;-0,87167972326278698;-0,384471654891967995;-0,101630218327044997;-0,355243325233458973;-0,61499673128128096;-1,561696887016299939;17979,25790750270;323253714,90449834;36,3;0,767;0,588289;58,13053792;6,3;7,4;7,81854166666667;2013
1488;Lebanese Association for Development -- Al Majmoua;Lebanon;2012;Middle East and North Africa;NGO;Al Majmoua;2012-12-31;74;1997;1;100205;4;33426933,00;36726;0;0;0;36726;33641;3085;0;30773890,00;26211099,000;4562791,00000;0,00;837,93;0,0905;0,0905;1,3419;0,2843;0,0234;0,1761;166,4756;163,7640;0,005800;0,003500;0,0067;0,0067;4;TRUE;-5,14989736142976362;-5,6549923104867688;15;1,48268255979338e-01;6,73093693106799;8,26953490978706e-02;10,51124023007912;-0,07504032179197399;12,36400000000000;48,634;7,068471661556640;7,38803281958897;3,764530777043140;15,1561259518701998;NA;6,5814744768368403;89,95533027233409;24,857217792287599;35,0594420239646993;50,0;55,4;63,3;-0,86569070816039995;-0,231662377715111001;-0,137205541133881004;-0,385833382606506015;-0,70023500919341997;-1,664812326431269973;19202,54742670700;368737827,67493159;35,9;0,762;0,580644;60,10000000;5,5;6,5;7,81854166666667;2013
1489;Lebanese Association for Development -- Al Majmoua;Lebanon;2013;Middle East and North Africa;NGO;Al Majmoua;2013-12-31;74;1997;1;100205;4;41407467,00;44295;0;0;0;44295;30839;13456;0;35824294,00;30484822,000;5339472,00000;0,00;808,77;0,0873;0,0873;1,5406;0,2898;0,0256;0,1522;140,6129;140,5591;0,008300;0,005500;NA;0,0000;4;TRUE;-4,79149976417958445;-5,2030071867437115;16;1,49046119373630e-01;6,69550974172961;1,44834960275313e-01;10,69862708284613;-5,32315093874964962;12,21000000000000;49,200;5,676367910329150;7,52441395624926;3,955399156016110;16,1403001328318005;NA;4,8210195629739099;93,31729293016220;23,999513093451899;34,9502995674094024;50,0;55,4;63,3;-0,92428189516067505;-0,299645811319350974;-0,080781765282154097;-0,404981285333632979;-0,73164564371108998;-1,690353393554689942;18180,36684309840;330525738,54963166;NA;0,759;0,576081;59,50000000;5,3;6,2;7,81854166666667;2013
1490;Lebanese Association for Development -- Al Majmoua;Lebanon;2014;Middle East and North Africa;NGO;Al Majmoua;2014-12-31;74;1997;1;100205;2;48838427,00;48708;0;0;0;48708;34271;14437;0;41395838,00;35562367,000;5833471,00000;0,00;849,88;0,0861;0,0861;1,6445;0,2702;0,0213;0,1343;129,0132;128,9248;0,007200;0,005400;0,0081;0,0077;4;TRUE;-4,93367425296012740;-5,2213563254119082;17;1,40919263429333e-01;6,74509233571406;1,65337097139951e-01;10,79359856662690;-7,24259098178163008;12,05300000000000;49,781;5,951755286273650;7,53256666558434;4,022805905189610;14,9511646269129006;NA;1,8546042134091700;98,22554758506770;23,549065408788799;35,1154900932914984;50,0;55,4;63,2;-1,04220545291900990;-0,248904824256897000;-0,295429080724716020;-0,420295923948288019;-0,72096502780914296;-1,697941303253170053;16863,63723366530;284382260,74866265;NA;0,750;0,562500;59,40000000;5,6;6,0;7,81854166666667;2013
1491;Letshego Kenya Limited;Kenya;2008;Africa;NBFI;Letshego KEN;2008-12-31;491;2000;1;100853;4;6489475,03;1946;0;0;0;1946;0;0;0;2034673,50;1322535,210;712138,28000;0,00;1045,57;1,3579;1,3579;5,2187;1,3569;0,0691;0,1274;390,1175;390,1175;0,098500;0,050100;0,0252;0,0141;4;TRUE;-2,31769873080409372;-2,9937342708913182;8;3,50001260644521e-01;6,95231465898020;1,15984627462233e+00;7,57353126274595;-2,70944940440107018;77,20000000000000;73,914;0,266291327300955;12,09577061832630;22,196340157982601;1,8590736413039399;NA;26,2398166445062984;25,38061174905400;4,069849154682060;5,9193744565902602;62,5;60,0;54,3;-1,06836628913878995;-0,620890676975250022;-0,277211368083954024;-0,282543808221817017;-0,99999630451202404;-1,393615365028380015;3545,59350239180;12571233,28420295;45,9;0,539;0,290521;59,29893752;6,9;8,1;7,59115687957233;2021
1492;Letshego Kenya Limited;Kenya;2009;Africa;NBFI;Letshego KEN;2009-12-31;491;2000;1;100853;4;6688319,05;3225;1030;2195;0;3225;1030;2195;0;2146539,22;1642439,020;504100,20000;0,00;665,59;0,7905;0,7905;0,9025;0,1424;0,0281;0,1297;330,4736;330,4736;0,098200;0,033700;0,0686;0,0686;4;TRUE;-2,32074906362171696;-3,3902574416238211;9;2,34843228254642e-01;6,50067920885489;1,13650569936857e+00;8,07868822922987;0,29317394668173302;76,81699999999999;74,006;0,274534230856511;11,49295313712550;16,254981466228600;1,4911508105757600;NA;9,2341259239464808;21,87482157701770;4,360072013639170;7,1800190871371496;62,5;60,0;54,4;-1,07073009014129994;-0,663946747779845969;-0,178242474794388012;-0,331883877515793013;-1,02264547348021995;-1,425580620765690032;3555,98825879606;12645052,49669543;45,7;0,539;0,290521;58,70447438;7,5;8,8;7,59115687957233;2021
1493;Letshego Kenya Limited;Kenya;2010;Africa;NBFI;Letshego KEN;2010-12-31;491;2000;1;100853;4;8374832,71;5765;0;0;0;5765;1409;4356;0;3062156,13;1876579,930;1185576,21000;0,00;531,16;0,6576;0,6576;1,2113;0,2053;0,0340;0,1312;219,8592;219,8592;0,044500;0,015100;0,0396;0,0324;4;TRUE;-3,11226608980994257;-4,1930605351612584;10;3,87170395521276e-01;6,27506941074600;1,00611181710137e+00;8,65956043270316;5,05639090011911030;76,42900000000000;74,105;0,392164524970915;11,16037502466900;17,567759886369601;1,5102926959959500;NA;3,9613888911538999;23,98663654633180;4,652534739627160;8,7960670348647305;62,5;55,1;54,3;-0,91105502843856800;-0,581671714782714955;-0,136400818824768011;-0,218933016061783003;-0,95396196842193604;-1,165523529052729934;3735,79292552312;13956148,78238859;45,6;0,545;0,297025;57,50000000;7,4;8,7;7,59115687957233;2021
1494;Letshego Rwanda Limited;Rwanda;2009;Africa;NBFI;Letshego RWA;2009-12-31;492;2004;1;101040;3;1660814,81;1723;1404;319;0;1723;1404;319;0;1481957,67;1430505,880;51451,79000;0,00;860,10;1,7553;1,7553;1,1649;0,5649;0,1252;0,3910;393,2540;393,2540;0,130800;0,071900;0,0656;0,0322;4;TRUE;-2,03408583995903891;-2,6324790142551362;5;3,47187986820163e-02;6,75705228514928;1,13944367625947e-01;7,45182223652793;3,47941743530159986;83,06999999999999;62,762;2,092357631288280;7,97375785743982;25,369772824582800;0,0000000000000000;NA;12,9443978401710993;11,16595971533260;4,996720573392090;0,8240205857874680;12,5;62,2;57,1;0,10843896120786700;-0,276193976402282992;-0,335741609334946012;-1,292025685310359995;-0,50422185659408603;-0,506896436214447021;1403,55869226554;1969977,00263415;50,0;0,480;0,230400;54,18808896;7,5;7,3;8,88998337733582;"2007; 2012"
1495;Letshego Rwanda Limited;Rwanda;2010;Africa;NBFI;Letshego RWA;2010-12-31;492;2004;1;101040;4;2572675,21;2859;0;0;0;2859;1456;1403;0;2148687,18;1938625,640;210061,54000;0,00;751,55;1,4528;1,4528;0,9959;0,4773;0,1181;0,2879;265,9644;265,9644;0,045700;0,034900;0,0925;0,0825;4;TRUE;-3,08565698108197806;-3,3552684497737557;6;9,77627371519014e-02;6,62214040732742;1,80089253564844e-01;7,95822719232231;4,57249153015714960;83,06600000000000;62,751;3,531675494234220;8,24900907735290;24,326650237431998;1,7393018727465801;47,2;-0,2461286934369250;11,49736192845640;4,992280707254530;1,4312340594176800;43,8;63,6;78,1;0,36516964435577398;-0,153241440653800992;-0,239782363176345992;-1,327171206474299980;-0,33083176612853998;-0,272093862295150979;1467,73629459017;2154249,83045728;50,0;0,489;0,239121;59,10000000;7,0;7,2;8,88998337733582;"2007; 2012"
1496;León 2000 IMF, S.A.;Nicaragua;2008;Latin America and The Caribbean;NBFI;León 2000 IMF;2008-12-31;493;1993;1;100553;4;8294222,96;10260;0;0;0;10723;10500;223;0;7469354,23;7310881,490;158472,74000;0,00;696,57;0,6450;0,6741;1,0657;0,3126;0,0733;0,1903;157,6346;153,9872;0,053200;0,011500;0,0274;0,0274;5;TRUE;-2,93369688263453821;-4,4654082436129325;15;2,12163910185847e-02;6,54617285869146;1,04750696598973e-01;9,23600811872476;1,97621495189036001;43,47500000000000;64,732;7,382652015163850;14,00529762700330;16,262256837705500;9,6493486166632199;NA;19,8262031287428009;31,39036496467920;8,117208185693769;7,7946701120900403;56,3;61,8;49,6;-0,76892960071563698;-0,922438442707061990;-0,421554148197174017;-0,367741048336028997;-0,80818355083465598;-0,222542554140090998;4676,90578199093;21873447,69362019;44,5;0,605;0,366025;60,78871224;7,5;8,4;7,99687500000000;2020
1497;León 2000 IMF, S.A.;Nicaragua;2009;Latin America and The Caribbean;NBFI;León 2000 IMF;2009-12-31;493;1993;1;100553;4;7736495,11;6412;5854;558;0;6412;5854;558;0;6651381,00;6538217,030;113163,96000;0,00;1037,33;1,0373;1,0373;1,0039;0,2752;0,0509;0,1766;169,8108;165,2224;0,061200;0,030100;0,0457;0,0457;5;TRUE;-2,79360808946385664;-3,5032301072273069;16;1,70136051445556e-02;6,94440854651527;1,51124254598188e-01;8,76592651372944;-4,68198485464524961;43,27900000000000;65,121;5,228542428210030;13,61446996581570;16,067799823450301;9,2821991990094297;43,9;3,6870016049880099;28,46403391640490;8,046177697467931;8,2302405859720906;56,3;61,8;49,6;-0,72710639238357500;-0,966554760932922030;-0,435356438159943016;-0,439285933971404974;-0,78691363334655795;-0,305793792009354026;4457,93376161209;19873173,42292092;43,8;0,606;0,367236;59,77611107;7,7;8,1;7,99687500000000;2020
1498;León 2000 IMF, S.A.;Nicaragua;2010;Latin America and The Caribbean;NBFI;León 2000 IMF;2010-12-31;493;1993;1;100553;5;6808528,56;5623;0;0;0;5623;5623;0;0;5528442,87;5528442,870;0,00000;0,00;983,18;0,9444;NA;0,7775;0,2626;0,0676;0,1966;NA;237,6524;0,067500;0,031700;0,0400;0,0400;5;TRUE;-2,69562768110365303;-3,4514385980989020;17;0,00000000000000e+00;6,89079614689376;2,08269829108565e-01;8,63462060829220;2,89237391814720013;43,08300000000000;65,511;5,593334701929400;14,26494095256420;16,981817987415301;9,4169880835912796;NA;5,4551342588741498;26,79022590627440;6,746369963718950;8,3685886954528996;56,3;61,8;48,5;-0,75583034753799405;-0,953751266002655029;-0,302378356456756980;-0,477622449398040994;-0,83736693859100297;-0,499709248542785978;4586,87387502124;21039411,94535236;43,8;0,614;0,376996;58,30000000;7,9;7,9;7,99687500000000;2020
1499;León 2000 IMF, S.A.;Nicaragua;2011;Latin America and The Caribbean;NBFI;León 2000 IMF;2011-12-31;493;1993;1;100553;4;4427025,03;4514;0;0;0;4514;4049;109;356;3720718,55;3641356,120;48402,53000;30959,90;824,26;0,6961;0,6961;0,8391;0,2386;0,0564;0,2053;NA;227,5787;0,141000;0,112500;0,0477;0,0398;5;TRUE;-1,95899538860396882;-2,1848020573376621;18;2,13298665119402e-02;6,71448840882128;1,73810999441257e-01;8,41493895737748;4,76420845580793006;42,88700000000000;65,902;9,579195412944490;14,05179257420770;18,884762434871501;9,3469538921991795;NA;8,0823879809911006;26,20217034236940;7,112987280616680;9,5344297591244906;56,3;61,8;46,3;-0,73796963691711404;-0,897888481616973988;-0,353553354740142989;-0,576730072498321977;-0,72557592391967796;-0,269735813140868974;4805,40210803224;23091889,41988070;43,8;0,622;0,386884;58,80000000;7,3;8,2;7,99687500000000;2020
1500;León 2000 IMF, S.A.;Nicaragua;2012;Latin America and The Caribbean;NBFI;León 2000 IMF;2012-12-31;493;1993;1;100553;4;1235178,05;2008;0;0;0;2179;2179;0;0;1091598,67;1091598,670;0,00000;0,00;500,96;0,4230;0,4591;0,5708;0,4396;0,0938;0,7180;623,3615;607,4352;0,172300;0,128800;0,0026;-0,1315;5;TRUE;-1,75851813544825308;-2,0494944653118838;19;0,00000000000000e+00;6,21653251447594;1,23571838272637e-01;7,60489448081162;4,94030120016437024;42,69100000000000;66,293;7,365168185520620;14,20639209013120;17,612119648056002;9,6496331403179099;NA;7,1935505333895202;28,72566996657340;7,022234024850300;11,4234933784536992;56,3;65,4;57,8;-0,78167814016342196;-0,896317541599274015;-0,310052245855330977;-0,536340475082397017;-0,73391151428222701;-0,348777562379836981;5042,80344604809;25429866,59547450;43,8;0,629;0,395641;57,90000000;6,9;8,2;7,99687500000000;2020
1501;León 2000 IMF, S.A.;Nicaragua;2013;Latin America and The Caribbean;NBFI;León 2000 IMF;2013-12-31;493;1993;1;100553;4;1648557,52;2031;0;0;0;2089;1331;109;649;1314154,19;1157243,100;41633,19000;115277,90;629,08;0,5312;0,5464;0,6251;0,2984;0,0849;0,3847;274,6395;259,9037;0,036800;0,023300;0,0633;0,0633;5;TRUE;-3,30225743380725190;-3,7593019184104821;20;1,19400821603742e-01;6,44426305357368;2,26707418081308e-01;7,61628356158038;3,40535097560995004;42,49500000000000;66,690;8,787233189702791;14,49453099105070;16,490995470113798;9,8452339115383207;NA;7,1354678528940001;31,87192586284460;7,373831678223450;14,3595669523298994;56,3;65,4;57,8;-0,73818266391754195;-0,816622495651245006;-0,308052003383635975;-0,457648277282715010;-0,67438167333602905;-0,249215871095656988;5214,52860239618;27191308,54520786;43,7;0,634;0,401956;56,60000000;6,8;7,9;7,99687500000000;2020
1502;León 2000 IMF, S.A.;Nicaragua;2014;Latin America and The Caribbean;NBFI;León 2000 IMF;2014-12-31;493;1993;1;100553;4;1485371,28;1941;0;0;0;1941;1336;77;528;1108161,21;940539,770;77079,53000;90541,91;570,92;0,3190;0,3190;0,9434;0,4200;0,1078;0,3368;265,7033;261,8793;0,088600;0,059900;0,0061;0,0061;5;TRUE;-2,42362342137110165;-2,8150787738607335;21;1,51260880174645e-01;6,34725404892667;2,92962687075430e-01;7,57095858316901;3,27872206107586983;42,30000000000000;67,092;9,063641897128109;14,73267121266650;16,708332928019502;9,5972924323044904;46,2;6,0359686179843104;33,86111802538530;7,571320409708430;15,9521530644799991;56,3;62,4;57,9;-0,88711786270141602;-0,840402603149413951;-0,408892065286636019;-0,395715713500977007;-0,71428221464157104;-0,040780123323202098;5385,49850206405;29003594,11573412;43,7;0,641;0,410881;58,40000000;6,5;7,6;7,99687500000000;2020
1503;Life Bank Foundation, Inc.;Philippines;2008;East Asia and the Pacific;NGO;Life Bank Foundation;2008-12-31;494;2003;1;101454;4;18696382,10;207545;207545;0;0;207545;207545;0;0;19316233,53;16096861,270;0,00000;0,00;93,07;0,0547;0,0547;1,5905;0,6026;0,0505;0,3181;29,9881;29,9881;0,003800;0,003200;0,0007;0,0007;4;FALSE;-5,57275421224979706;-5,7446044691764557;5;0,00000000000000e+00;4,53335295326929;-3,26158233609761e-02;12,24310346261042;2,41093432953198006;54,54500000000000;62,715;0,737800788965931;23,26866767775520;14,516074757313399;10,3789215725364006;NA;8,2604470359572595;27,87606106091570;7,567193169970900;13,1723953966144993;25,0;50,6;62,9;-0,77809512615203902;0,062923483550548595;-0,079146675765514402;-0,138752609491347989;-0,55022186040878296;-1,779236316680909979;5596,91304505301;31325435,63388456;41,9;0,668;0,446224;55,96329499;5,9;7,6;7,01363085228845;"2001; 2012; 2019"
1504;Lift Above Poverty Organisation;Nigeria;2009;Africa;Bank;LAPO-NGR;2009-12-31;482;1987;1;100541;4;51113225,75;195016;1949;193067;0;195016;1949;193067;0;26832609,61;1698513,040;25134096,57000;0,00;137,59;0,1156;0,1156;1,2246;0,4819;0,0695;0,3187;73,2613;73,2613;0,022800;0,016700;0,0031;0,0028;4;TRUE;-3,78099474302174210;-4,0923465595594273;22;9,36699670114568e-01;4,92429159683914;6,44425360323850e-01;12,18083688546191;5,13016187553014991;57,41200000000000;60,350;2,900249401116940;7,83841193672558;26,748854506606399;6,2272037143185504;NA;12,5378277304688996;19,62560166095270;6,482245884129680;11,4636933191846992;NA;NA;NA;-1,04188585281372004;-1,204816937446590019;-0,760188281536101962;-0,848863244056701993;-1,15610778331756991;-1,994553804397579899;4622,36354035931;21366244,69924305;42,5;0,484;0,234256;55,12331093;6,6;9,5;8,97151201709751;"2000; 2012; 2018"
1505;Lift Above Poverty Organisation;Nigeria;2010;Africa;Bank;LAPO-NGR;2010-12-31;482;1987;1;100541;3;65378953,95;303882;0;0;0;303882;13207;290675;0;48808947,37;5466236,840;43342710,53000;0,00;160,62;0,1080;0,1080;1,3334;0,2642;0,0292;0,1637;38,2250;38,2250;0,014000;0,011200;0,0000;0,0000;4;TRUE;-4,26869794936687885;-4,4918415006810886;23;8,88007483575444e-01;5,07902945462229;2,92286757828067e-01;12,62439474714085;5,08187485400295991;56,52000000000000;60,383;1,642073195320870;6,55281697610582;23,893704091454101;5,3801811083930797;35,7;13,7400521363693997;13,49074284068480;6,564382768381370;11,2258498381489993;NA;NA;NA;-1,05150854587554998;-1,169436931610110086;-0,743477106094360018;-0,777081429958343950;-1,15883624553679998;-2,211123228073120117;4857,26627077743;23593035,62523208;42,4;0,482;0,232324;56,80000000;6,9;9,3;8,97151201709751;"2000; 2012; 2018"
1506;Lift Above Poverty Organisation;Nigeria;2011;Africa;Bank;LAPO-NGR;2011-12-31;482;1987;1;100541;4;86547558,57;421126;0;0;0;421126;0;421126;0;70247885,33;0,000;70247885,33000;0,00;166,81;0,1191;0,1191;1,3384;0,4693;0,0463;0,3028;63,4601;63,4601;0,009900;0,007700;0,0019;0,0019;4;TRUE;-4,61522052184159293;-4,8665349501224986;24;1,00000000000000e+00;5,11685340836309;2,08663867208743e-01;12,95068735529790;2,43700723737314995;55,63400000000000;60,422;2,133118401787160;7,17108429622259;22,234710992720402;4,9742911603156097;NA;10,8261371880017006;11,04362961141060;6,408768725806620;11,9436144435487002;NA;NA;NA;-1,18936145305633989;-1,106270551681520109;-0,699536263942718950;-0,713411033153534047;-1,17883872985839999;-1,956454515457149990;4975,63820133476;24756975,51058181;42,3;0,492;0,242064;56,70000000;7,3;9,0;8,97151201709751;"2000; 2012; 2018"
1507;Lift Above Poverty Organisation;Nigeria;2013;Africa;Bank;LAPO-NGR;2013-12-31;482;1987;1;100541;3;172377749,30;685138;0;0;0;685138;32613;652525;0;146515411,07;30967202,250;115548208,82000;0,00;213,85;0,1526;0,1526;1,3174;0,4462;0,0461;0,2816;68,9277;68,9277;0,011800;0,009700;0,0000;-0,0003;4;TRUE;-4,43965574751051761;-4,6356293934727999;26;7,88642013670460e-01;5,36526561909779;1,62557667573339e-01;13,43737555680807;3,83236618046688005;53,88200000000000;55,240;1,069539399310860;8,92892932162235;20,758622832341700;3,9985363706749699;NA;8,4955183826566696;11,53321494151420;5,903991537660830;13,3118988974480992;NA;NA;NA;-1,22686922550200994;-0,999358832836151012;-0,681769371032714955;-0,693028211593628041;-1,12007391452788996;-2,088478326797489792;5238,83267214150;27445367,76669725;42,0;0,506;0,256036;55,10000000;7,5;9,2;8,97151201709751;"2000; 2012; 2018"
1508;MCC Bereke-credit;Kyrgyzstan;2009;Eastern Europe and Central Asia;NBFI;Bereke-credit;2009-12-31;141;2005;1;102013;3;135080,55;137;137;0;0;137;137;0;0;143754,21;143754,210;0,00000;0,00;1049,30;1,2037;1,2037;1,8635;0,4471;0,0898;0,1105;140,7196;140,7196;0,076500;0,057900;0,0183;0,0183;4;TRUE;-2,57046453814964693;-2,8490378944031876;4;0,00000000000000e+00;6,95587931935914;-6,22336990348115e-02;4,91998092582813;1,65165139562198005;64,71599999999999;67,420;4,037844056188440;14,22825135707720;18,760737470735201;20,9371208533831989;29,9;6,8365624810536296;13,72828284883580;6,911777907892220;8,3418009233181891;43,8;64,6;76,5;-1,31282722949982000;-0,974274337291717973;-0,333194166421889981;-1,019852399826050027;-1,32975375652313010;-0,622969388961791992;4210,62634731705;17729374,23672052;34,4;0,663;0,439569;61,82318753;7,6;8,3;8,42046325750600;"2003; 2011; 2020"
1509;MCC Bereke-credit;Kyrgyzstan;2010;Eastern Europe and Central Asia;NBFI;Bereke-credit;2010-12-31;141;2005;1;102013;3;185010,00;135;0;0;0;135;135;0;0;188329,89;188329,890;0,00000;0,00;1395,04;1,6351;1,6351;3,2352;0,4640;0,0690;0,1104;129,8919;129,8919;0,037900;0,037900;0,0000;0,0000;4;TRUE;-3,27280416689375642;-3,2728041668937564;5;0,00000000000000e+00;7,24067565966906;-1,77852814538400e-02;4,90527477843843;-1,65175287429358009;64,69400000000000;67,681;9,860930706632001;16,86028861551950;17,448256177244300;26,4101162844678008;30,1;7,9677222557969101;13,64448081731440;6,100841942371920;7,3314838792452202;87,5;64,6;87,6;-1,17509734630585005;-0,657304763793944979;-0,261394619941710982;-0,934311151504517046;-1,26945745944977006;-1,039652347564699930;4141,07720559948;17148520,42273560;34,0;0,664;0,440896;61,30000000;7,9;7,9;8,42046325750600;"2003; 2011; 2020"
1510;MCC Mol-Bulak;Kyrgyzstan;2008;Eastern Europe and Central Asia;NBFI;Mol Bulak Finance;2008-12-31;553;2005;1;102015;3;4422158,80;7853;15;8126;0;8141;15;7838;0;3949789,45;94502,790;3855286,66000;0,00;485,17;0,6556;0,6797;1,0781;0,4125;0,0957;0,2625;144,8369;140,5739;0,001400;0,001000;0,0007;-0,0359;4;TRUE;-6,57128304236092387;-6,9077552789821368;3;9,76073967689594e-01;6,18450453008516;1,12965719447922e-01;8,96865090337487;7,37644049297302029;64,71500000000000;68,805;7,334537906259080;13,21902698999270;23,485533153290099;23,7992747065746002;31,5;24,5201024234101013;13,77385249224040;6,816484406218460;4,6695601837874499;43,8;64,6;75,1;-1,23223948478698997;-0,798640191555022971;-0,350435882806778010;-1,091764807701109952;-1,38291394710540994;-0,567302405834197998;4142,21145402700;17157915,72987248;34,8;0,660;0,435600;61,11688925;7,5;8,0;8,42046325750600;"2003; 2011; 2020"
1511;MCC Mol-Bulak;Kyrgyzstan;2009;Eastern Europe and Central Asia;NBFI;Mol Bulak Finance;2009-12-31;553;2005;1;102015;3;14805672,79;27644;186;27458;0;27659;186;27473;0;10870456,09;91014,300;10779441,80000;0,00;393,02;0,4508;0,4511;1,0978;0,3731;0,1089;0,2136;115,7052;114,7259;0,007100;0,004200;0,0050;0,0050;4;TRUE;-4,94766049493486726;-5,4726707536928147;4;9,91627370623048e-01;5,97385276554356;3,08961745097770e-01;10,22716398521128;1,65165139562198005;64,71599999999999;67,420;4,037844056188440;14,22825135707720;18,760737470735201;20,9371208533831989;29,9;6,8365624810536296;13,72828284883580;6,911777907892220;8,3418009233181891;43,8;64,6;76,5;-1,31282722949982000;-0,974274337291717973;-0,333194166421889981;-1,019852399826050027;-1,32975375652313010;-0,622969388961791992;4210,62634731705;17729374,23672052;34,4;0,663;0,439569;61,82318753;7,6;8,3;8,42046325750600;"2003; 2011; 2020"
1512;MCC Mol-Bulak;Kyrgyzstan;2010;Eastern Europe and Central Asia;NBFI;Mol Bulak Finance;2010-12-31;553;2005;1;102015;3;34276157,11;59142;0;0;0;59166;1128;58038;0;25512611,46;2453715,500;23058895,97000;0,00;431,20;0,5054;0,5056;1,1516;0,3712;0,1101;0,1886;106,6808;106,6329;0,022300;0,021900;0,0080;0,0080;4;TRUE;-3,80316860051606387;-3,8212686421596818;5;9,03823428509188e-01;6,06658112336911;2,95277087504851e-01;10,98769661089349;-1,65175287429358009;64,69400000000000;67,681;9,860930706632001;16,86028861551950;17,448256177244300;26,4101162844678008;30,1;7,9677222557969101;13,64448081731440;6,100841942371920;7,3314838792452202;87,5;64,6;87,6;-1,17509734630585005;-0,657304763793944979;-0,261394619941710982;-0,934311151504517046;-1,26945745944977006;-1,039652347564699930;4141,07720559948;17148520,42273560;34,0;0,664;0,440896;61,30000000;7,9;7,9;8,42046325750600;"2003; 2011; 2020"
1513;MCC Mol-Bulak;Kyrgyzstan;2011;Eastern Europe and Central Asia;NBFI;Mol Bulak Finance;2011-12-31;553;2005;1;102015;3;59490873,87;105125;0;0;0;105825;2585;103240;0;54016051,40;4363996,360;49652055,04000;0,00;510,43;0,5276;0,5311;1,4498;0,4409;0,0909;0,2028;117,2535;117,0252;0,016600;0,010200;0,0055;0,0055;4;TRUE;-4,09835258361963906;-4,5853675586919111;6;9,19209267488219e-01;6,23524974311809;9,65416699085385e-02;11,56290539727525;4,67471562868859980;64,64800000000000;68,132;11,064644694192900;18,26824868500230;16,565316650180002;27,5695144836970982;27,8;16,6363262731495993;11,48827263881390;7,155499636650990;11,9258327277515992;87,5;64,6;88,6;-1,23196542263031006;-0,636640548706055021;-0,223706394433974998;-0,682987272739409956;-1,19611263275145996;-1,098030686378479892;4334,66078892570;18789284,15504997;33,7;0,665;0,442225;61,10000000;7,6;7,6;8,42046325750600;"2003; 2011; 2020"
1514;MCC Mol-Bulak;Kyrgyzstan;2012;Eastern Europe and Central Asia;NBFI;Mol Bulak Finance;2012-12-31;553;2005;1;102015;3;61837447,26;102392;0;0;0;108709;2758;105951;0;57924135,02;2643164,560;55280970,46000;0,00;532,84;0,5507;0,5847;1,3001;0,4346;0,0615;0,2212;132,8978;130,8456;0,043900;0,031200;0,0294;0,0294;4;TRUE;-3,12584095890101121;-3,4673371841666998;7;9,54368510482075e-01;6,27821482904337;6,53749862238609e-02;11,53656386353563;-1,73814258426546009;64,57700000000000;67,418;3,950370508884400;12,07174382946190;16,654196378216000;30,7544462927536983;27,4;2,7684423654094799;13,37110594062320;7,707180403584840;15,6192028112517001;87,5;56,8;88,9;-1,15086257457732999;-0,646356999874114990;-0,344607859849929976;-0,611097157001495028;-1,13484776020050004;-0,911251366138458030;4259,31820386993;18141791,56181777;33,5;0,675;0,455625;60,20000000;7,9;7,3;8,42046325750600;"2003; 2011; 2020"
